"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2011","Switzerland","Median age of population - males","40.6",""
"2011","United Kingdom","Median age of population - females","40.5",""
"2011","United Kingdom","Median age of population","39.5",""
"2011","United Kingdom","Median age of population - males","38.5",""
"2011","Montenegro","Median age of population - females","37.9",""
"2011","Montenegro","Median age of population","36.6",""
"2011","Montenegro","Median age of population - males","35.2",""
"2011","North Macedonia","Median age of population - females","37.0",""
"2011","North Macedonia","Median age of population","36.1",""
"2011","North Macedonia","Median age of population - males","35.2",""
"2011","Albania","Median age of population - females","33.9",""
"2011","Albania","Median age of population","32.6",""
"2011","Albania","Median age of population - males","31.3",""
"2011","Serbia","Median age of population - females","44.2",""
"2011","Serbia","Median age of population","42.5","b"
"2011","Serbia","Median age of population - males","40.7",""
"2011","Turkey","Median age of population - females","29.8",""
"2011","Turkey","Median age of population","29.3",""
"2011","Turkey","Median age of population - males","28.8",""
"2011","Andorra","Median age of population - females","39.6",""
"2011","Andorra","Median age of population","39.6",""
"2011","Andorra","Median age of population - males","39.7",""
"2011","Belarus","Median age of population - females","42.0",""
"2011","Belarus","Median age of population","39.0",""
"2011","Belarus","Median age of population - males","35.8",""
"2011","Bosnia and Herzegovina","Median age of population - females",":",""
"2011","Bosnia and Herzegovina","Median age of population",":",""
"2011","Bosnia and Herzegovina","Median age of population - males",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males",":",""
"2011","Moldova","Median age of population - females","36.2",""
"2011","Moldova","Median age of population","34.2",""
"2011","Moldova","Median age of population - males","32.3",""
"2011","Monaco","Median age of population - females",":",""
"2011","Monaco","Median age of population",":",""
"2011","Monaco","Median age of population - males",":",""
"2011","Russia","Median age of population - females","41.0",""
"2011","Russia","Median age of population","38.0",""
"2011","Russia","Median age of population - males","35.0",""
"2011","San Marino","Median age of population - females",":",""
"2011","San Marino","Median age of population",":",""
"2011","San Marino","Median age of population - males",":",""
"2011","Ukraine","Median age of population - females","42.7",""
"2011","Ukraine","Median age of population","39.4",""
"2011","Ukraine","Median age of population - males","36.1",""
"2011","Armenia","Median age of population - females",":",""
"2011","Armenia","Median age of population",":",""
"2011","Armenia","Median age of population - males",":",""
"2011","Azerbaijan","Median age of population - females","30.3",""
"2011","Azerbaijan","Median age of population","29.1",""
"2011","Azerbaijan","Median age of population - males","27.9",""
"2011","Georgia","Median age of population - females","39.2",""
"2011","Georgia","Median age of population","36.7",""
"2011","Georgia","Median age of population - males","34.2",""
"2012","Belgium","Median age of population - females","42.1",""
"2012","Belgium","Median age of population","41.0",""
"2012","Belgium","Median age of population - males","39.9",""
"2012","Bulgaria","Median age of population - females","44.8",""
"2012","Bulgaria","Median age of population","42.7",""
"2012","Bulgaria","Median age of population - males","40.8",""
"2012","Czechia","Median age of population - females","41.7",""
"2012","Czechia","Median age of population","40.1",""
"2012","Czechia","Median age of population - males","38.7",""
"2012","Denmark","Median age of population - females","41.7",""
"2012","Denmark","Median age of population","40.8",""
"2012","Denmark","Median age of population - males","40.0",""
"2012","Germany (until 1990 former territory of the FRG)","Median age of population - females","46.2",""
"2012","Germany (until 1990 former territory of the FRG)","Median age of population","45.0",""
"2012","Germany (until 1990 former territory of the FRG)","Median age of population - males","43.9",""
"2012","Germany including former GDR","Median age of population - females","46.2",""
"2012","Germany including former GDR","Median age of population","45.0",""
"2012","Germany including former GDR","Median age of population - males","43.9",""
"2012","Estonia","Median age of population - females","44.1",""
"2012","Estonia","Median age of population","40.7",""
"2012","Estonia","Median age of population - males","37.4",""
"2012","Ireland","Median age of population - females","35.4",""
"2012","Ireland","Median age of population","35.0",""
"2012","Ireland","Median age of population - males","34.6",""
"2012","Greece","Median age of population - females","43.3",""
"2012","Greece","Median age of population","42.0",""
"2012","Greece","Median age of population - males","40.7",""
"2012","Spain","Median age of population - females","41.9",""
"2012","Spain","Median age of population","40.8",""
"2012","Spain","Median age of population - males","39.7",""
"2012","France","Median age of population - females","41.7","b"
"2012","France","Median age of population","40.3","b"
"2012","France","Median age of population - males","38.9","b"
"2012","France (metropolitan)","Median age of population - females","41.9",""
"2012","France (metropolitan)","Median age of population","40.4",""
"2012","France (metropolitan)","Median age of population - males","39.0",""
"2012","Croatia","Median age of population - females","44.3",""
"2012","Croatia","Median age of population","42.2",""
"2012","Croatia","Median age of population - males","40.1",""
"2012","Italy","Median age of population - females","45.3",""
"2012","Italy","Median age of population","44.0",""
"2012","Italy","Median age of population - males","42.6",""
"2012","Cyprus","Median age of population - females","36.7",""
"2012","Cyprus","Median age of population","35.8",""
"2012","Cyprus","Median age of population - males","34.8",""
"2012","Latvia","Median age of population - females","45.4",""
"2012","Latvia","Median age of population","41.8",""
"2012","Latvia","Median age of population - males","38.1",""
"2012","Lithuania","Median age of population - females","44.7",""
"2012","Lithuania","Median age of population","41.7",""
"2012","Lithuania","Median age of population - males","38.3",""
"2012","Luxembourg","Median age of population - females","39.7","b"
"2012","Luxembourg","Median age of population","39.1","b"
"2012","Luxembourg","Median age of population - males","38.5","b"
"2012","Hungary","Median age of population - females","43.2","b"
"2012","Hungary","Median age of population","40.8","b"
"2012","Hungary","Median age of population - males","38.5","b"
"2012","Malta","Median age of population - females","41.8",""
"2012","Malta","Median age of population","40.4",""
"2012","Malta","Median age of population - males","39.1",""
"2012","Netherlands","Median age of population - females","42.0",""
"2012","Netherlands","Median age of population","41.3",""
"2012","Netherlands","Median age of population - males","40.5",""
"2012","Austria","Median age of population - females","43.5",""
"2012","Austria","Median age of population","42.4",""
"2012","Austria","Median age of population - males","41.2",""
"2012","Poland","Median age of population - females","40.5",""
"2012","Poland","Median age of population","38.5",""
"2012","Poland","Median age of population - males","36.8",""
"2012","Portugal","Median age of population - females","43.7",""
"2012","Portugal","Median age of population","42.1",""
"2012","Portugal","Median age of population - males","40.6",""
"2012","Romania","Median age of population - females","41.8",""
"2012","Romania","Median age of population","40.2",""
"2012","Romania","Median age of population - males","38.5",""
"2012","Slovenia","Median age of population - females","43.8",""
"2012","Slovenia","Median age of population","42.0",""
"2012","Slovenia","Median age of population - males","40.3",""
"2012","Slovakia","Median age of population - females","39.4",""
"2012","Slovakia","Median age of population","37.7",""
"2012","Slovakia","Median age of population - males","36.3",""
"2012","Finland","Median age of population - females","43.9",""
"2012","Finland","Median age of population","42.2",""
"2012","Finland","Median age of population - males","40.5",""
"2012","Sweden","Median age of population - females","41.9",""
"2012","Sweden","Median age of population","40.8",""
"2012","Sweden","Median age of population - males","39.8",""
"2012","Iceland","Median age of population - females","35.9",""
"2012","Iceland","Median age of population","35.3",""
"2012","Iceland","Median age of population - males","34.7",""
"2012","Liechtenstein","Median age of population - females","42.4",""
"2012","Liechtenstein","Median age of population","41.6",""
"2012","Liechtenstein","Median age of population - males","40.9",""
"2012","Norway","Median age of population - females","39.6",""
"2012","Norway","Median age of population","38.8",""
"2012","Norway","Median age of population - males","38.1",""
"2012","Switzerland","Median age of population - females","42.7",""
"2012","Switzerland","Median age of population","41.8",""
"2012","Switzerland","Median age of population - males","40.8",""
"2012","United Kingdom","Median age of population - females","40.7",""
"2012","United Kingdom","Median age of population","39.7",""
"2012","United Kingdom","Median age of population - males","38.6",""
"2012","Montenegro","Median age of population - females","38.3",""
"2012","Montenegro","Median age of population","36.9",""
"2012","Montenegro","Median age of population - males","35.4",""
"2012","North Macedonia","Median age of population - females","37.4",""
"2012","North Macedonia","Median age of population","36.4",""
"2012","North Macedonia","Median age of population - males","35.6",""
"2012","Albania","Median age of population - females","34.5",""
"2012","Albania","Median age of population","33.2",""
"2012","Albania","Median age of population - males","31.8",""
"2012","Serbia","Median age of population - females","44.4",""
"2012","Serbia","Median age of population","42.6",""
"2012","Serbia","Median age of population - males","40.8",""
"2012","Turkey","Median age of population - females","30.3",""
"2012","Turkey","Median age of population","29.7",""
"2012","Turkey","Median age of population - males","29.1",""
"2012","Andorra","Median age of population - females","39.6",""
"2012","Andorra","Median age of population","39.6",""
"2012","Andorra","Median age of population - males","39.7",""
"2012","Belarus","Median age of population - females","42.2",""
"2012","Belarus","Median age of population","39.1",""
"2012","Belarus","Median age of population - males","35.9",""
"2012","Bosnia and Herzegovina","Median age of population - females",":",""
"2012","Bosnia and Herzegovina","Median age of population",":",""
"2012","Bosnia and Herzegovina","Median age of population - males",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males",":",""
"2012","Moldova","Median age of population - females","36.5",""
"2012","Moldova","Median age of population","34.5",""
"2012","Moldova","Median age of population - males","32.6",""
"2012","Monaco","Median age of population - females",":",""
"2012","Monaco","Median age of population",":",""
"2012","Monaco","Median age of population - males",":",""
"2012","Russia","Median age of population - females",":",""
"2012","Russia","Median age of population",":",""
"2012","Russia","Median age of population - males",":",""
"2012","San Marino","Median age of population - females","43.9",""
"2012","San Marino","Median age of population","43.1",""
"2012","San Marino","Median age of population - males","42.2",""
"2012","Ukraine","Median age of population - females","42.8",""
"2012","Ukraine","Median age of population","39.6",""
"2012","Ukraine","Median age of population - males","36.3",""
"2012","Armenia","Median age of population - females",":",""
"2012","Armenia","Median age of population",":",""
"2012","Armenia","Median age of population - males",":",""
"2012","Azerbaijan","Median age of population - females","30.6",""
"2012","Azerbaijan","Median age of population","29.4",""
"2012","Azerbaijan","Median age of population - males","28.2",""
"2012","Georgia","Median age of population - females","39.4",""
"2012","Georgia","Median age of population","36.9",""
"2012","Georgia","Median age of population - males","34.4",""
"2013","Belgium","Median age of population - females","42.3",""
"2013","Belgium","Median age of population","41.1",""
"2013","Belgium","Median age of population - males","40.0",""
"2013","Bulgaria","Median age of population - females","45.0",""
"2013","Bulgaria","Median age of population","42.9",""
"2013","Bulgaria","Median age of population - males","41.0",""
"2013","Czechia","Median age of population - females","41.9",""
"2013","Czechia","Median age of population","40.4",""
"2013","Czechia","Median age of population - males","39.1",""
"2013","Denmark","Median age of population - females","41.9",""
"2013","Denmark","Median age of population","41.0",""
"2013","Denmark","Median age of population - males","40.2",""
"2013","Germany (until 1990 former territory of the FRG)","Median age of population - females","46.5",""
"2013","Germany (until 1990 former territory of the FRG)","Median age of population","45.4",""
"2013","Germany (until 1990 former territory of the FRG)","Median age of population - males","44.2",""
"2013","Germany including former GDR","Median age of population - females","46.5",""
"2013","Germany including former GDR","Median age of population","45.4",""
"2013","Germany including former GDR","Median age of population - males","44.2",""
"2013","Estonia","Median age of population - females","44.4",""
"2013","Estonia","Median age of population","41.0",""
"2013","Estonia","Median age of population - males","37.7",""
"2013","Ireland","Median age of population - females","35.8",""
"2013","Ireland","Median age of population","35.4",""
"2013","Ireland","Median age of population - males","35.0",""
"2013","Greece","Median age of population - females","43.8",""
"2013","Greece","Median age of population","42.5",""
"2013","Greece","Median age of population - males","41.1",""
"2013","Spain","Median age of population - females","42.4",""
"2013","Spain","Median age of population","41.3",""
"2013","Spain","Median age of population - males","40.2",""
"2013","France","Median age of population - females","41.9",""
"2013","France","Median age of population","40.6",""
"2013","France","Median age of population - males","39.2",""
"2013","France (metropolitan)","Median age of population - females","42.1",""
"2013","France (metropolitan)","Median age of population","40.7",""
"2013","France (metropolitan)","Median age of population - males","39.3",""
"2013","Croatia","Median age of population - females","44.5",""
"2013","Croatia","Median age of population","42.4",""
"2013","Croatia","Median age of population - males","40.3",""
"2013","Italy","Median age of population - females","45.7",""
"2013","Italy","Median age of population","44.4",""
"2013","Italy","Median age of population - males","43.0",""
"2013","Cyprus","Median age of population - females","37.1",""
"2013","Cyprus","Median age of population","36.2",""
"2013","Cyprus","Median age of population - males","35.1",""
"2013","Latvia","Median age of population - females","45.7",""
"2013","Latvia","Median age of population","42.1",""
"2013","Latvia","Median age of population - males","38.4",""
"2013","Lithuania","Median age of population - females","45.1",""
"2013","Lithuania","Median age of population","42.1",""
"2013","Lithuania","Median age of population - males","38.6",""
"2013","Luxembourg","Median age of population - females","39.7",""
"2013","Luxembourg","Median age of population","39.1",""
"2013","Luxembourg","Median age of population - males","38.5",""
"2013","Hungary","Median age of population - females","43.5",""
"2013","Hungary","Median age of population","41.1",""
"2013","Hungary","Median age of population - males","38.8",""
"2013","Malta","Median age of population - females","41.9",""
"2013","Malta","Median age of population","40.5",""
"2013","Malta","Median age of population - males","39.1",""
"2013","Netherlands","Median age of population - females","42.4",""
"2013","Netherlands","Median age of population","41.6",""
"2013","Netherlands","Median age of population - males","40.9",""
"2013","Austria","Median age of population - females","43.8",""
"2013","Austria","Median age of population","42.6",""
"2013","Austria","Median age of population - males","41.4",""
"2013","Poland","Median age of population - females","40.7",""
"2013","Poland","Median age of population","38.8",""
"2013","Poland","Median age of population - males","37.1",""
"2013","Portugal","Median age of population - females","44.1",""
"2013","Portugal","Median age of population","42.6",""
"2013","Portugal","Median age of population - males","41.1",""
"2013","Romania","Median age of population - females","42.2",""
"2013","Romania","Median age of population","40.5",""
"2013","Romania","Median age of population - males","38.8",""
"2013","Slovenia","Median age of population - females","44.0",""
"2013","Slovenia","Median age of population","42.2",""
"2013","Slovenia","Median age of population - males","40.6",""
"2013","Slovakia","Median age of population - females","39.7",""
"2013","Slovakia","Median age of population","38.2",""
"2013","Slovakia","Median age of population - males","36.7",""
"2013","Finland","Median age of population - females","44.0",""
"2013","Finland","Median age of population","42.3",""
"2013","Finland","Median age of population - males","40.6",""
"2013","Sweden","Median age of population - females","41.9",""
"2013","Sweden","Median age of population","40.9",""
"2013","Sweden","Median age of population - males","39.9",""
"2013","Iceland","Median age of population - females","36.2",""
"2013","Iceland","Median age of population","35.5",""
"2013","Iceland","Median age of population - males","34.8",""
"2013","Liechtenstein","Median age of population - females","42.9",""
"2013","Liechtenstein","Median age of population","42.1",""
"2013","Liechtenstein","Median age of population - males","41.3",""
"2013","Norway","Median age of population - females","39.7",""
"2013","Norway","Median age of population","38.9",""
"2013","Norway","Median age of population - males","38.2",""
"2013","Switzerland","Median age of population - females","42.9",""
"2013","Switzerland","Median age of population","42.0",""
"2013","Switzerland","Median age of population - males","41.0",""
"2013","United Kingdom","Median age of population - females","40.8",""
"2013","United Kingdom","Median age of population","39.8",""
"2013","United Kingdom","Median age of population - males","38.7",""
"2013","Montenegro","Median age of population - females","38.6",""
"2013","Montenegro","Median age of population","37.1",""
"2013","Montenegro","Median age of population - males","35.7",""
"2013","North Macedonia","Median age of population - females","37.7",""
"2013","North Macedonia","Median age of population","36.7",""
"2013","North Macedonia","Median age of population - males","35.9",""
"2013","Albania","Median age of population - females","35.1",""
"2013","Albania","Median age of population","33.7",""
"2013","Albania","Median age of population - males","32.3",""
"2013","Serbia","Median age of population - females","44.5",""
"2013","Serbia","Median age of population","42.7",""
"2013","Serbia","Median age of population - males","40.9",""
"2013","Turkey","Median age of population - females","30.7",""
"2013","Turkey","Median age of population","30.1",""
"2013","Turkey","Median age of population - males","29.5",""
"2013","Andorra","Median age of population - females","40.0",""
"2013","Andorra","Median age of population","39.9",""
"2013","Andorra","Median age of population - males","39.9",""
"2013","Belarus","Median age of population - females","42.3",""
"2013","Belarus","Median age of population","39.2",""
"2013","Belarus","Median age of population - males","36.0",""
"2013","Bosnia and Herzegovina","Median age of population - females",":",""
"2013","Bosnia and Herzegovina","Median age of population",":",""
"2013","Bosnia and Herzegovina","Median age of population - males",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males",":",""
"2013","Moldova","Median age of population - females","36.8",""
"2013","Moldova","Median age of population","34.8",""
"2013","Moldova","Median age of population - males","32.9",""
"2013","Monaco","Median age of population - females",":",""
"2013","Monaco","Median age of population",":",""
"2013","Monaco","Median age of population - males",":",""
"2013","Russia","Median age of population - females",":",""
"2013","Russia","Median age of population",":",""
"2013","Russia","Median age of population - males",":",""
"2013","San Marino","Median age of population - females","44.3",""
"2013","San Marino","Median age of population","43.5",""
"2013","San Marino","Median age of population - males","42.7",""
"2013","Ukraine","Median age of population - females","42.9",""
"2013","Ukraine","Median age of population","39.7",""
"2013","Ukraine","Median age of population - males","36.4",""
"2013","Armenia","Median age of population - females",":",""
"2013","Armenia","Median age of population",":",""
"2013","Armenia","Median age of population - males",":",""
"2013","Azerbaijan","Median age of population - females","30.9",""
"2013","Azerbaijan","Median age of population","29.7",""
"2013","Azerbaijan","Median age of population - males","28.5",""
"2013","Georgia","Median age of population - females",":",""
"2013","Georgia","Median age of population",":",""
"2013","Georgia","Median age of population - males",":",""
"2014","Belgium","Median age of population - females","42.4",""
"2014","Belgium","Median age of population","41.3",""
"2014","Belgium","Median age of population - males","40.2",""
"2014","Bulgaria","Median age of population - females","45.2",""
"2014","Bulgaria","Median age of population","43.2",""
"2014","Bulgaria","Median age of population - males","41.2",""
"2014","Czechia","Median age of population - females","42.2",""
"2014","Czechia","Median age of population","40.8",""
"2014","Czechia","Median age of population - males","39.5",""
"2014","Denmark","Median age of population - females","42.1",""
"2014","Denmark","Median age of population","41.3",""
"2014","Denmark","Median age of population - males","40.4",""
"2014","Germany (until 1990 former territory of the FRG)","Median age of population - females","46.8",""
"2014","Germany (until 1990 former territory of the FRG)","Median age of population","45.6","b"
"2014","Germany (until 1990 former territory of the FRG)","Median age of population - males","44.4",""
"2014","Germany including former GDR","Median age of population - females","46.8",""
"2014","Germany including former GDR","Median age of population","45.6",""
"2014","Germany including former GDR","Median age of population - males","44.4",""
"2014","Estonia","Median age of population - females","44.6",""
"2014","Estonia","Median age of population","41.3",""
"2014","Estonia","Median age of population - males","38.0",""
"2014","Ireland","Median age of population - females","36.2",""
"2014","Ireland","Median age of population","35.8",""
"2014","Ireland","Median age of population - males","35.4",""
"2014","Greece","Median age of population - females","44.3",""
"2014","Greece","Median age of population","42.9",""
"2014","Greece","Median age of population - males","41.6",""
"2014","Spain","Median age of population - females","43.0",""
"2014","Spain","Median age of population","41.8",""
"2014","Spain","Median age of population - males","40.8",""
"2014","France","Median age of population - females","42.1","b"
"2014","France","Median age of population","40.7","b"
"2014","France","Median age of population - males","39.3","b"
"2014","France (metropolitan)","Median age of population - females",":",""
"2014","France (metropolitan)","Median age of population",":",""
"2014","France (metropolitan)","Median age of population - males",":",""
"2014","Croatia","Median age of population - females","44.7",""
"2014","Croatia","Median age of population","42.6",""
"2014","Croatia","Median age of population - males","40.5",""
"2014","Italy","Median age of population - females","46.0",""
"2014","Italy","Median age of population","44.7",""
"2014","Italy","Median age of population - males","43.3",""
"2014","Cyprus","Median age of population - females","37.8",""
"2014","Cyprus","Median age of population","36.8",""
"2014","Cyprus","Median age of population - males","35.7",""
"2014","Latvia","Median age of population - females","46.0",""
"2014","Latvia","Median age of population","42.4",""
"2014","Latvia","Median age of population - males","38.7",""
"2014","Lithuania","Median age of population - females","45.5",""
"2014","Lithuania","Median age of population","42.4",""
"2014","Lithuania","Median age of population - males","38.8",""
"2014","Luxembourg","Median age of population - females","39.7",""
"2014","Luxembourg","Median age of population","39.2",""
"2014","Luxembourg","Median age of population - males","38.6",""
"2014","Hungary","Median age of population - females","43.7",""
"2014","Hungary","Median age of population","41.3",""
"2014","Hungary","Median age of population - males","39.2",""
"2014","Malta","Median age of population - females","42.0",""
"2014","Malta","Median age of population","40.6",""
"2014","Malta","Median age of population - males","39.2",""
"2014","Netherlands","Median age of population - females","42.7",""
"2014","Netherlands","Median age of population","42.0",""
"2014","Netherlands","Median age of population - males","41.2",""
"2014","Austria","Median age of population - females","44.1",""
"2014","Austria","Median age of population","42.9",""
"2014","Austria","Median age of population - males","41.6",""
"2014","Poland","Median age of population - females","41.0",""
"2014","Poland","Median age of population","39.2",""
"2014","Poland","Median age of population - males","37.5",""
"2014","Portugal","Median age of population - females","44.6",""
"2014","Portugal","Median age of population","43.1",""
"2014","Portugal","Median age of population - males","41.5",""
"2014","Romania","Median age of population - females","42.6",""
"2014","Romania","Median age of population","40.8","e"
"2014","Romania","Median age of population - males","39.1",""
"2014","Slovenia","Median age of population - females","44.3",""
"2014","Slovenia","Median age of population","42.5",""
"2014","Slovenia","Median age of population - males","41.0",""
"2014","Slovakia","Median age of population - females","40.1",""
"2014","Slovakia","Median age of population","38.6",""
"2014","Slovakia","Median age of population - males","37.1",""
"2014","Finland","Median age of population - females","44.1",""
"2014","Finland","Median age of population","42.4",""
"2014","Finland","Median age of population - males","40.6",""
"2014","Sweden","Median age of population - females","41.9",""
"2014","Sweden","Median age of population","40.9",""
"2014","Sweden","Median age of population - males","40.0",""
"2014","Iceland","Median age of population - females","36.3",""
"2014","Iceland","Median age of population","35.6",""
"2014","Iceland","Median age of population - males","34.9",""
"2014","Liechtenstein","Median age of population - females","43.3",""
"2014","Liechtenstein","Median age of population","42.5",""
"2014","Liechtenstein","Median age of population - males","41.7",""
"2014","Norway","Median age of population - females","39.8",""
"2014","Norway","Median age of population","39.0",""
"2014","Norway","Median age of population - males","38.3",""
"2014","Switzerland","Median age of population - females","43.1",""
"2014","Switzerland","Median age of population","42.1",""
"2014","Switzerland","Median age of population - males","41.1",""
"2014","United Kingdom","Median age of population - females","41.0",""
"2014","United Kingdom","Median age of population","39.9",""
"2014","United Kingdom","Median age of population - males","38.8",""
"2014","Montenegro","Median age of population - females","38.9",""
"2014","Montenegro","Median age of population","37.4",""
"2014","Montenegro","Median age of population - males","36.0",""
"2014","North Macedonia","Median age of population - females","38.0",""
"2014","North Macedonia","Median age of population","37.1",""
"2014","North Macedonia","Median age of population - males","36.2",""
"2014","Albania","Median age of population - females","35.7",""
"2014","Albania","Median age of population","34.2",""
"2014","Albania","Median age of population - males","32.8",""
"2014","Serbia","Median age of population - females","44.7",""
"2014","Serbia","Median age of population","42.9",""
"2014","Serbia","Median age of population - males","41.1",""
"2014","Turkey","Median age of population - females","31.0",""
"2014","Turkey","Median age of population","30.4",""
"2014","Turkey","Median age of population - males","29.8",""
"2014","Andorra","Median age of population - females",":",""
"2014","Andorra","Median age of population",":",""
"2014","Andorra","Median age of population - males",":",""
"2014","Belarus","Median age of population - females","42.5",""
"2014","Belarus","Median age of population","39.4",""
"2014","Belarus","Median age of population - males","36.1",""
"2014","Bosnia and Herzegovina","Median age of population - females",":",""
"2014","Bosnia and Herzegovina","Median age of population",":",""
"2014","Bosnia and Herzegovina","Median age of population - males",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population",":",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males",":",""
"2014","Moldova","Median age of population - females","37.1",""
"2014","Moldova","Median age of population","35.1",""
"2014","Moldova","Median age of population - males","33.3",""
"2014","Monaco","Median age of population - females",":",""
"2014","Monaco","Median age of population",":",""
"2014","Monaco","Median age of population - males",":",""
"2014","Russia","Median age of population - females","41.4",""
"2014","Russia","Median age of population","38.4",""
"2014","Russia","Median age of population - males","35.5",""
